Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Capitão Enéas,MG,1,1,0,0,0,"15234,0",0,0,1,0,0,0,0,0,0,0,0,"460,8113430484443","12,931600367598792","11,750032821320731","262,30799527372983","197,0","179,0","7020,0","3996,0"
Capitólio,MG,1,1,0,0,0,"8632,0",0,0,1,0,0,0,0,0,0,0,0,"409,6385542168675",,,"322,28915662650604",,,"3536,0","2782,0"
Caputira,MG,1,1,0,0,0,"9298,0",0,0,1,0,0,0,0,0,0,0,0,"184,98601849860185",,,"82,06065820606582",,,"1720,0","763,0"
Caraí,MG,0,0,0,1,0,"23685,0",0,0,1,0,0,0,0,0,0,0,0,"4,475406375343044",,"0,21110407430863415","4,475406375343044",,"5,0","106,0","106,0"
Carandaí,MG,1,1,0,0,0,"25501,0",0,0,1,0,0,0,0,0,0,0,0,"337,0456060546646","13,450452923414769",,"224,77549900003922","343,0",,"8595,0","5732,0"
Carangola,MG,1,0,0,0,0,"33000,0",0,0,0,0,0,0,0,0,0,0,0,"114,33333333333333","5,454545454545455",,"110,03030303030303","180,0",,"3773,0","3631,0"
Caratinga,MG,1,1,0,0,0,"92062,0",0,0,1,0,0,0,0,0,0,0,0,"377,93009059112336","0,012198301144880625",,"266,190176185614","1,123",,"34793,0","24506,0"
Carbonita,MG,1,1,0,1,0,"9405,0",0,0,1,0,0,0,0,0,0,0,0,"322,9133439659755","20,414673046251995","0,2126528442317916","247,6342371079213","192,0","2,0","3037,0","2329,0"
Careaçu,MG,1,1,0,0,0,"6757,0",0,0,1,0,0,0,0,0,0,0,0,"373,24256326772235","7,399733609590055",,"243,00725173893738","50,0",,"2522,0","1642,0"
Carlos Chagas,MG,0,1,0,1,0,"18837,0",0,0,1,0,0,0,0,0,0,0,0,"339,38525242873067",,"0,05308700960874874","238,89154323936933",,"1,0","6393,0","4500,0"
Carmo da Cachoeira,MG,0,1,0,1,0,"12170,0",0,0,1,0,0,0,0,0,0,0,0,"402,1364009860312","5,1766639276910436",,"263,6811832374692","63,0",,"4894,0","3209,0"
Carmo da Mata,MG,1,0,0,0,0,"11476,0",0,0,0,0,0,0,0,0,0,0,0,"108,83583130010456","8,888114325548973","0,871383757406762","108,83583130010456","102,0","10,0","1249,0","1249,0"
Carmo de Minas,MG,1,0,0,0,0,"14859,0",0,0,0,0,0,0,0,0,0,0,0,"138,43461874957939",,"1,0094891984655763","135,27155259438726",,"15,0","2057,0","2010,0"
Carmo do Cajuru,MG,1,0,0,0,0,"22478,0",0,0,0,0,0,0,0,0,0,0,0,"86,57353857104724","0,7118071002758253","0,578343268974108","86,57353857104724","16,0","13,0","1946,0","1946,0"
Carmo do Paranaíba,MG,0,1,0,0,0,"30329,0",0,0,1,0,0,0,0,0,0,0,0,"456,6916152857002","17,540967390945962",,"348,8410432259554","532,0",,"13851,0","10580,0"
Carmo do Rio Claro,MG,0,1,0,0,0,"21225,0",0,0,1,0,0,0,0,0,0,0,0,"375,4534746760895","9,328621908127209",,"268,7868080094228","198,0",,"7969,0","5705,0"
Carmópolis de Minas,MG,0,0,0,0,0,"19355,0",0,0,0,0,0,0,0,0,0,0,0,"36,166365280289334","7,336605528287264",,"36,166365280289334","142,0",,"700,0","700,0"
Carneirinho,MG,1,1,0,0,0,"10027,0",0,0,1,0,0,0,0,0,0,0,0,"370,2004587613444","26,428642664805025",,"243,54243542435424","265,0",,"3712,0","2442,0"
Carvalhópolis,MG,1,1,0,0,0,"3579,0",0,0,1,0,0,0,0,0,0,0,0,"278,5694328024588",,,"138,02738195026544",,,"997,0","494,0"
Carvalhos,MG,1,1,0,0,0,"4478,0",0,0,1,0,0,0,0,0,0,0,0,"268,42340330504686","4,912907548012505",,"168,15542652970075","22,0",,"1202,0","753,0"
Cascalho Rico,MG,1,1,0,0,0,"3075,0",0,0,1,0,0,0,0,0,0,0,0,"292,0325203252033",,,"169,10569105691056",,,"898,0","520,0"
Cássia,MG,1,1,0,0,0,"17740,0",0,0,1,0,0,0,0,0,0,0,0,"414,9379932356257",,,"323,5062006764374",,,"7361,0","5739,0"
Cataguases,MG,1,1,0,0,0,"75123,0",0,0,1,0,0,0,0,0,0,0,0,"398,49313792047707","0,02024679525578052","1,1181662074198313","228,77148143710983","1,521","84,0","29936,0","17186,0"
Catuji,MG,0,0,0,1,0,"6311,0",0,0,1,0,0,0,0,0,0,0,0,"7,288860719378862",,"1,2676279511963238","7,288860719378862",,"8,0","46,0","46,0"
Catuti,MG,0,1,0,0,0,"4986,0",0,0,1,0,0,0,0,0,0,0,0,"500,0","2,206177296430004",,"306,2575210589651","11,0",,"2493,0","1527,0"
Caxambu,MG,0,1,0,0,0,"21656,0",0,0,1,0,0,0,0,0,0,0,0,"675,2401182120428","25,720354636128558",,"440,47838936091614","557,0",,"14623,0","9539,0"
Cedro do Abaeté,MG,1,1,0,0,0,"1164,0",0,0,1,0,0,0,0,0,0,0,0,"445,87628865979383",,,"276,6323024054983",,,"519,0","322,0"
Central de Minas,MG,0,0,0,0,0,"7032,0",0,0,0,0,0,0,0,0,0,0,0,"77,92946530147896",,,"77,92946530147896",,,"548,0","548,0"
Centralina,MG,0,1,0,0,0,"10350,0",0,0,1,0,0,0,0,0,0,0,0,"315,94202898550725","7,342995169082125",,"190,7246376811594","76,0",,"3270,0","1974,0"
Chácara,MG,1,1,0,0,0,"3154,0",0,0,1,0,0,0,0,0,0,0,0,"299,93658845909954","0,9511731135066582",,"144,26125554850984","3,0",,"946,0","455,0"
Chapada do Norte,MG,0,0,0,1,0,"15356,0",0,0,1,0,0,0,0,0,0,0,0,"6,837718155769732",,"0,6512112529304507","6,772597030476686",,"10,0","105,0","104,0"
Chapada Gaúcha,MG,1,1,0,0,0,"13680,0",0,0,1,0,0,0,0,0,0,0,0,"323,17251461988303",,,"195,46783625730993",,,"4421,0","2674,0"
Cipotânea,MG,1,1,0,0,0,"6787,0",0,0,1,0,0,0,0,0,0,0,0,"143,80433181081477",,,"76,76440253425666",,,"976,0","521,0"
Claro dos Poções,MG,0,1,0,0,0,"7551,0",0,0,1,0,0,0,0,0,0,0,0,"478,21480598596213","5,827042775791286",,"339,6901072705602","44,0",,"3611,0","2565,0"
Cláudio,MG,1,1,0,0,0,"28617,0",0,0,1,0,0,0,0,0,0,0,0,"454,86948317433695","16,144249921375405",,"273,194255163015","462,0",,"13017,0","7818,0"
Coimbra,MG,0,1,0,0,0,"7556,0",0,0,1,0,0,0,0,0,0,0,0,"229,08946532556908",,,"129,03652726310216",,,"1731,0","975,0"
Coluna,MG,0,1,0,0,0,"8873,0",0,0,1,0,0,0,0,0,0,0,0,"182,01284796573876",,,"130,9590893722529",,,"1615,0","1162,0"
Comendador Gomes,MG,1,1,0,0,0,"3111,0",0,0,1,0,0,0,0,0,0,0,0,"257,7949212471874",,,"107,36097717775635",,,"802,0","334,0"
Comercinho,MG,1,0,0,1,0,"6929,0",0,0,1,0,0,0,0,0,0,0,0,"10,535430798094964",,"4,329629095107519","10,535430798094964",,"30,0","73,0","73,0"
Conceição da Aparecida,MG,1,1,0,0,0,"10292,0",0,0,1,0,0,0,0,0,0,0,0,"234,84259619121647",,,"139,33151962689467",,,"2417,0","1434,0"
Conceição da Barra de Minas,MG,1,1,0,0,0,"3954,0",0,0,1,0,0,0,0,0,0,0,0,"170,20738492665654","3,2878098128477493",,"132,01820940819422","13,0",,"673,0","522,0"
Conceição das Alagoas,MG,1,0,0,0,0,"27893,0",0,0,0,0,0,0,0,0,0,0,0,"93,21335101996917","1,0396873767611945","0,1434051554153372","89,62822213458574","29,0","4,0","2600,0","2500,0"
Conceição do Mato Dentro,MG,1,1,0,0,0,"17842,0",0,0,1,0,0,0,0,0,0,0,0,"739,7713260845197","36,09460822777716",,"363,52426857975564","644,0",,"13199,0","6486,0"
Conceição do Pará,MG,1,1,0,0,0,"5507,0",0,0,1,0,0,0,0,0,0,0,0,"306,7005629199201","9,079353550027237",,"237,33430179771202","50,0",,"1689,0","1307,0"
Conceição do Rio Verde,MG,1,1,0,0,0,"13638,0",0,0,1,0,0,0,0,0,0,0,0,"383,1206921836046","4,032849391406365",,"203,7688810676052","55,0",,"5225,0","2779,0"
Conceição dos Ouros,MG,1,1,0,0,0,"11638,0",0,0,1,0,0,0,0,0,0,0,0,"297,3878673311566","39,52569169960474",,"240,3333906169445","460,0",,"3461,0","2797,0"
Cônego Marinho,MG,1,1,0,0,0,"7642,0",0,0,1,0,0,0,0,0,0,0,0,"102,32923318503009",,,"61,89479193928291",,,"782,0","473,0"
Confins,MG,0,1,0,0,0,"6730,0",0,0,1,0,0,0,0,0,0,0,0,"896,4338781575037","0,44576523031203563",,"587,369985141159","3,0",,"6033,0","3953,0"
Congonhal,MG,1,1,0,0,0,"11950,0",0,0,1,0,0,0,0,0,0,0,0,"209,8744769874477","7,112970711297072",,"122,76150627615063","85,0",,"2508,0","1467,0"
Congonhas,MG,1,1,0,0,0,"54762,0",0,0,1,0,0,0,0,0,0,0,0,"420,8757897812352","14,809539461670502",,"303,2759943026186","811,0",,"23048,0","16608,0"
Conquista,MG,1,1,0,0,0,"6939,0",0,0,1,0,0,0,0,0,0,0,0,"491,13705144833546","22,33751260988615",,"202,9110822885142","155,0",,"3408,0","1408,0"
Conselheiro Lafaiete,MG,1,1,0,0,0,"128589,0",0,0,1,0,0,0,0,0,0,0,0,"431,7165542931355","0,014550233690284551",,"233,2236816523964","1,871",,"55514,0","29990,0"
Conselheiro Pena,MG,0,0,0,0,0,"22921,0",0,0,0,0,0,0,0,0,0,0,0,"214,4321800968544",,,"213,90864272937483",,,"4915,0","4903,0"
Consolação,MG,1,0,0,0,0,"1783,0",0,0,0,0,0,0,0,0,0,0,0,"42,06393718452047","8,412787436904095","1,6825574873808187","42,06393718452047","15,0","3,0","75,0","75,0"
Contagem,MG,1,1,0,0,0,"663855,0",0,0,1,0,0,0,0,0,0,0,0,"320,2069729082405","0,01727184400207877","0,20335766093499333","143,9968065315468","11,466","135,0","212571,0","95593,0"
Coqueiral,MG,1,0,0,0,0,"9159,0",0,0,0,0,0,0,0,0,0,0,0,"229,06430833060378","13,647778141718529","0,10918222513374823","229,06430833060378","125,0","1,0","2098,0","2098,0"
Coração de Jesus,MG,0,1,0,0,0,"26602,0",0,0,1,0,0,0,0,0,0,0,0,"331,7795654462071","3,7215246973911733",,"251,4096684459815","99,0",,"8826,0","6688,0"
Cordisburgo,MG,1,1,0,0,0,"8890,0",0,0,1,0,0,0,0,0,0,0,0,"306,2992125984252","5,736782902137233",,"198,2002249718785","51,0",,"2723,0","1762,0"
Cordislândia,MG,1,1,0,0,0,"3538,0",0,0,1,0,0,0,0,0,0,0,0,"314,30186546071224",,,"157,4335782928208",,,"1112,0","557,0"
Corinto,MG,0,1,0,0,0,"23731,0",0,0,1,0,0,0,0,0,0,0,0,"584,1304622645484","14,28511230036661",,"391,1760987737559","339,0",,"13862,0","9283,0"
Coroaci,MG,0,1,0,0,0,"9991,0",0,0,1,0,0,0,0,0,0,0,0,"183,46511860674607",,,"90,18116304674206",,,"1833,0","901,0"
Coromandel,MG,1,1,0,0,0,"27974,0",0,0,1,0,0,0,0,0,0,0,0,"433,4381926074212",,,"312,75470079359405",,,"12125,0","8749,0"
Coronel Fabriciano,MG,1,1,0,0,0,"109855,0",0,0,1,0,0,0,0,0,0,0,0,"442,3831414136817","0,023785899594920577",,"310,9007327841245","2,613",,"48598,0","34154,0"
Coronel Murta,MG,1,1,0,1,0,"9222,0",0,0,1,0,0,0,0,0,0,0,0,"297,007156798959","9,108653220559532","0,2168726957276079","199,19757102580783","84,0","2,0","2739,0","1837,0"
Coronel Pacheco,MG,1,0,0,0,0,"3086,0",0,0,0,0,0,0,0,0,0,0,0,"38,88528839922229","4,860661049902786","1,2961762799740766","34,02462734931951","15,0","4,0","120,0","105,0"
Coronel Xavier Chaves,MG,1,1,0,0,0,"3434,0",0,0,1,0,0,0,0,0,0,0,0,"158,70704717530575",,,"85,90564938846826",,,"545,0","295,0"
Córrego Danta,MG,1,1,0,0,0,"3215,0",0,0,1,0,0,0,0,0,0,0,0,"353,9657853810265","1,244167962674961",,"257,54276827371694","4,0",,"1138,0","828,0"
Córrego Fundo,MG,1,0,0,0,0,"6337,0",0,0,0,0,0,0,0,0,0,0,0,"94,52422281836832",,,"94,52422281836832",,,"599,0","599,0"
Córrego Novo,MG,1,1,0,0,0,"2771,0",0,0,1,0,0,0,0,0,0,0,0,"347,52796824251175","1,443522194153735",,"254,0599061710574","4,0",,"963,0","704,0"
Couto de Magalhães de Minas,MG,1,0,0,1,0,"4410,0",0,0,1,0,0,0,0,0,0,0,0,"9,070294784580499",,"2,2675736961451247","8,843537414965986",,"10,0","40,0","39,0"
Crisólita,MG,1,0,0,1,0,"6704,0",0,0,1,0,0,0,0,0,0,0,0,"15,811455847255369",,"0,44749403341288785","15,811455847255369",,"3,0","106,0","106,0"
Cristais,MG,1,1,0,0,0,"12798,0",0,0,1,0,0,0,0,0,0,0,0,"230,42662916080636",,,"143,53805282075325",,,"2949,0","1837,0"
Cristália,MG,0,1,0,0,0,"5971,0",0,0,1,0,0,0,0,0,0,0,0,"295,0929492547312","3,0145704237146207",,"212,69469100653157","18,0",,"1762,0","1270,0"
Cristiano Otoni,MG,1,1,0,0,0,"5150,0",0,0,1,0,0,0,0,0,0,0,0,"323,68932038834953",,,"228,93203883495144",,,"1667,0","1179,0"
Crucilândia,MG,1,1,0,0,0,"5034,0",0,0,1,0,0,0,0,0,0,0,0,"254,86690504568932",,,"166,66666666666666",,,"1283,0","839,0"
Cruzeiro da Fortaleza,MG,1,1,0,0,0,"3626,0",0,0,1,0,0,0,0,0,0,0,0,"316,8781025923883",,,"114,4511858797573",,,"1149,0","415,0"
Cruzília,MG,1,1,0,0,0,"15417,0",0,0,1,0,0,0,0,0,0,0,0,"485,6327430758254","38,52889667250438",,"290,4585846792502","594,0",,"7487,0","4478,0"
Cuparaque,MG,1,1,0,0,0,"4982,0",0,0,1,0,0,0,0,0,0,0,0,"70,05218787635488","4,014452027298274",,"30,108390204737052","20,0",,"349,0","150,0"
Curral de Dentro,MG,1,1,0,0,0,"7729,0",0,0,1,0,0,0,0,0,0,0,0,"204,94242463449348",,,"88,109716651572",,,"1584,0","681,0"
Curvelo,MG,1,1,0,0,0,"80129,0",0,0,1,0,0,0,0,0,0,0,0,"785,4584482521933","0,022276579016336156",,"473,7485804140823","1,785",,"62938,0","37961,0"
Datas,MG,1,1,0,0,0,"5410,0",0,0,1,0,0,0,0,0,0,0,0,"239,55637707948244",,,"209,79667282809612",,,"1296,0","1135,0"
Delfinópolis,MG,0,1,0,1,0,"7114,0",0,0,1,0,0,0,0,0,0,0,0,"348,88951363508573","5,060444194545966",,"238,824852403711","36,0",,"2482,0","1699,0"
Delta,MG,1,0,0,0,0,"10533,0",0,0,0,0,0,0,0,0,0,0,0,"170,8914839077186","21,64625462831102","7,785056489129403","170,8914839077186","228,0","82,0","1800,0","1800,0"
Descoberto,MG,1,1,0,0,0,"5013,0",0,0,1,0,0,0,0,0,0,0,0,"172,75084779573112",,"0,5984440454817475","77,99720726112108",,"3,0","866,0","391,0"
Desterro do Melo,MG,1,1,0,0,0,"2901,0",0,0,1,0,0,0,0,0,0,0,0,"185,10858324715616","11,720096518441917",,"124,4398483281627","34,0",,"537,0","361,0"
Diamantina,MG,1,1,0,1,0,"47723,0",0,0,1,0,0,0,0,0,0,0,0,"518,2197263374054",,"0,20954256857280557","309,89250466232215",,"10,0","24731,0","14789,0"
Dionísio,MG,1,1,0,0,0,"7729,0",0,0,1,0,0,0,0,0,0,0,0,"231,2071419329797","2,458274032863242",,"157,2001552594126","19,0",,"1787,0","1215,0"
Divinésia,MG,1,1,0,0,0,"3417,0",0,0,1,0,0,0,0,0,0,0,0,"252,8533801580334",,,"173,54404448346503",,,"864,0","593,0"
Divino,MG,1,1,0,0,0,"19931,0",0,0,1,0,0,0,0,0,0,0,0,"314,7358386433194","7,275099091866942",,"245,84817620791733","145,0",,"6273,0","4900,0"
Divino das Laranjeiras,MG,1,1,0,0,0,"4979,0",0,0,1,0,0,0,0,0,0,0,0,"299,8594095199839",,,"168,30688893352078",,,"1493,0","838,0"
Divinolândia de Minas,MG,0,0,0,0,0,"7571,0",0,0,0,0,0,0,0,0,0,0,0,"13,208294809140138",,,"13,208294809140138",,,"100,0","100,0"
Divinópolis,MG,0,1,0,1,0,"238230,0",0,0,1,0,0,0,0,0,0,0,0,"435,2222641984637","0,02182764555261722","0,012592872434202242","179,16719136968476","5,2","3,0","103683,0","42683,0"
Divisa Alegre,MG,1,1,0,0,0,"6786,0",0,0,1,0,0,0,0,0,0,0,0,"450,1915708812261",,,"300,47155909224875",,,"3055,0","2039,0"
Divisa Nova,MG,1,1,0,0,0,"6011,0",0,0,1,0,0,0,0,0,0,0,0,"324,5716186990517","0,33272334054233904",,"155,71452337381467","2,0",,"1951,0","936,0"
Divisópolis,MG,1,1,0,0,0,"11019,0",0,0,1,0,0,0,0,0,0,0,0,"333,5148380070787","4,537616843633723","0,27225701061802343","256,19384699156006","50,0","3,0","3675,0","2823,0"
Dom Cavati,MG,1,1,0,0,0,"5072,0",0,0,1,0,0,0,0,0,0,0,0,"310,13406940063095","3,943217665615142",,"213,13091482649844","20,0",,"1573,0","1081,0"
Dom Joaquim,MG,1,1,0,0,0,"4195,0",0,0,1,0,0,0,0,0,0,0,0,"273,6591179976162",,,"166,15017878426698",,,"1148,0","697,0"
Dom Silvério,MG,1,1,0,0,0,"5237,0",0,0,1,0,0,0,0,0,0,0,0,"254,72598816116098","0,9547450830628222",,"174,33645216727135","5,0",,"1334,0","913,0"
Dom Viçoso,MG,1,0,0,0,0,"3001,0",0,0,0,0,0,0,0,0,0,0,0,"4,998333888703765","1,9993335554815062","4,998333888703765","4,998333888703765","6,0","15,0","15,0","15,0"
Dona Eusébia,MG,1,1,0,0,0,"6572,0",0,0,1,0,0,0,0,0,0,0,0,"347,23067559342667",,,"212,26415094339623",,,"2282,0","1395,0"
Dores do Indaiá,MG,0,1,0,0,0,"13483,0",0,0,1,0,0,0,0,0,0,0,0,"478,6026848624194","19,28354223837425","0,07416747014759327","335,53363494771196","260,0","1,0","6453,0","4524,0"
Dores do Turvo,MG,1,1,0,0,0,"4259,0",0,0,1,0,0,0,0,0,0,0,0,"255,928621742193","5,635125616341864",,"123,5031697581592","24,0",,"1090,0","526,0"
Durandé,MG,1,1,0,0,0,"7841,0",0,0,1,0,0,0,0,0,0,0,0,"159,92858053819666","15,559239892870808",,"135,95204693278916","122,0",,"1254,0","1066,0"
Elói Mendes,MG,0,0,0,1,0,"28076,0",0,0,0,0,0,0,0,0,0,0,0,"156,0407465450919","12,501780880467305",,"156,0407465450919","351,0",,"4381,0","4381,0"
Engenheiro Caldas,MG,1,1,0,0,0,"11134,0",0,0,1,0,0,0,0,0,0,0,0,"258,57733069876053",,"9,879647925273936","165,6188252200467",,"110,0","2879,0","1844,0"
Engenheiro Navarro,MG,1,1,0,0,0,"7242,0",0,0,1,0,0,0,0,0,0,0,0,"320,7677437172052","4,832919083126208",,"184,75559237779618","35,0",,"2323,0","1338,0"
Entre Folhas,MG,1,1,0,0,0,"5370,0",0,0,1,0,0,0,0,0,0,0,0,"238,7337057728119",,,"176,72253258845438",,,"1282,0","949,0"
Entre Rios de Minas,MG,1,1,0,0,0,"15298,0",0,0,1,0,0,0,0,0,0,0,0,"366,3877631062884","3,137665054255458",,"224,66989148908354","48,0",,"5605,0","3437,0"
Ervália,MG,1,1,0,0,0,"18895,0",0,0,1,0,0,0,0,0,0,0,0,"243,66234453559144","3,7576078327599896",,"118,76157713680868","71,0",,"4604,0","2244,0"
Esmeraldas,MG,1,1,0,0,0,"70552,0",0,0,1,0,0,0,0,0,0,0,0,"621,6407755981403","3,6001814264655856",,"235,40083909740335","254,0",,"43858,0","16608,0"
Espera Feliz,MG,1,1,0,0,0,"24951,0",0,0,1,0,0,0,0,0,0,0,0,"399,86373291651637",,,"297,06224199430886",,,"9977,0","7412,0"
Espinosa,MG,1,1,0,0,0,"31617,0",0,0,1,0,0,0,0,0,0,0,0,"316,9497422272828","1,1069993990574691",,"190,59366796343738","35,0",,"10021,0","6026,0"
Estiva,MG,1,1,0,0,0,"11354,0",0,0,1,0,0,0,0,0,0,0,0,"168,7511009335917",,,"120,22194821208384",,,"1916,0","1365,0"
Estrela Dalva,MG,0,1,0,0,0,"2343,0",0,0,1,0,0,0,0,0,0,0,0,"279,55612462654716",,,"160,90482287665387",,,"655,0","377,0"
Estrela do Indaiá,MG,1,1,0,0,0,"3500,0",0,0,1,0,0,0,0,0,0,0,0,"344,0","4,571428571428572",,"220,28571428571428","16,0",,"1204,0","771,0"
Estrela do Sul,MG,1,1,0,0,0,"7978,0",0,0,1,0,0,0,0,0,0,0,0,"394,71045374780647","6,2672348959639015",,"250,81474053647528","50,0",,"3149,0","2001,0"
Eugenópolis,MG,1,1,0,0,0,"11275,0",0,0,1,0,0,0,0,0,0,0,0,"282,74944567627495",,"0,08869179600886917","188,55875831485588",,"1,0","3188,0","2126,0"
Extrema,MG,1,1,0,0,0,"36225,0",0,0,1,0,0,0,0,0,0,0,0,"484,16839199447895","10,683229813664596",,"281,5182884748102","387,0",,"17539,0","10198,0"
Fama,MG,0,1,0,0,0,"2377,0",0,0,1,0,0,0,0,0,0,0,0,"422,80185107278083","19,772822885990745",,"230,96339924274295","47,0",,"1005,0","549,0"
Faria Lemos,MG,1,1,0,1,0,"3241,0",0,0,1,0,0,0,0,0,0,0,0,"375,8099352051836",,,"262,2647331070657",,,"1218,0","850,0"
Felisburgo,MG,1,0,0,1,0,"7457,0",0,0,1,0,0,0,0,0,0,0,0,"13,276116400697331",,"43,851414778060885","12,739707657234813",,"327,0","99,0","95,0"
Felixlândia,MG,1,1,0,0,0,"15336,0",0,0,1,0,0,0,0,0,0,0,0,"286,7110067814293",,,"169,73135106937923",,,"4397,0","2603,0"
Fernandes Tourinho,MG,0,1,0,0,0,"3431,0",0,0,1,0,0,0,0,0,0,0,0,"147,1874089186826",,,"103,46837656659866",,,"505,0","355,0"
Ferros,MG,1,1,0,0,0,"9820,0",0,0,1,0,0,0,0,0,0,0,0,"131,9755600814664","1,0183299389002036",,"98,9816700610998","10,0",,"1296,0","972,0"
Fervedouro,MG,1,0,0,0,0,"11006,0",0,0,0,0,0,0,0,0,0,0,0,"631,0194439396693","10,721424677448665",,"631,0194439396693","118,0",,"6945,0","6945,0"
Florestal,MG,1,1,0,0,0,"7461,0",0,0,1,0,0,0,0,0,0,0,0,"525,1306795335746",,,"309,8780324353304",,,"3918,0","2312,0"
Formiga,MG,1,0,0,0,0,"67683,0",0,0,0,0,0,0,0,0,0,0,0,"189,63402922447293",,"0,029549517604125112","169,62900580648022",,"2,0","12835,0","11481,0"
Formoso,MG,1,1,0,0,0,"9562,0",0,0,1,0,0,0,0,0,0,0,0,"283,09976992261034",,,"164,92365613888308",,,"2707,0","1577,0"
Fortaleza de Minas,MG,1,1,0,0,0,"4412,0",0,0,1,0,0,0,0,0,0,0,0,"242,973708068903",,,"180,87035358114235",,,"1072,0","798,0"
Francisco Badaró,MG,1,0,0,1,0,"10332,0",0,0,1,0,0,0,0,0,0,0,0,"31,358885017421603",,"1,4518002322880372","31,358885017421603",,"15,0","324,0","324,0"
Francisco Dumont,MG,0,1,0,0,0,"5215,0",0,0,1,0,0,0,0,0,0,0,0,"460,4026845637584","3,4515819750719077",,"324,4487056567594","18,0",,"2401,0","1692,0"
Franciscópolis,MG,1,1,0,0,0,"5391,0",0,0,1,0,0,0,0,0,0,0,0,"160,82359488035613","0,7419773696902244",,"108,69968465961787","4,0",,"867,0","586,0"
Francisco Sá,MG,0,0,0,0,0,"26277,0",0,0,0,0,0,0,0,0,0,0,0,"121,47505422993491","1,3700194086082886","13,890474559500705","82,65783765270008","36,0","365,0","3192,0","2172,0"
Frei Gaspar,MG,0,0,0,1,0,"5880,0",0,0,1,0,0,0,0,0,0,0,0,"12,414965986394558",,"0,17006802721088435","11,73469387755102",,"1,0","73,0","69,0"
Frei Inocêncio,MG,0,1,0,0,0,"9611,0",0,0,1,0,0,0,0,0,0,0,0,"360,1082093434606",,,"253,66767245864114",,,"3461,0","2438,0"
Fronteira,MG,1,1,0,0,0,"18103,0",0,0,1,0,0,0,0,0,0,0,0,"504,6124951665469","45,903993813180136",,"363,0337513119373","831,0",,"9135,0","6572,0"
Fronteira dos Vales,MG,0,0,0,1,0,"4581,0",0,0,1,0,0,0,0,0,0,0,0,"13,534162846540058",,"0,21829294913774286","12,879283999126828",,"1,0","62,0","59,0"
Frutal,MG,1,1,0,0,0,"59496,0",0,0,1,0,0,0,0,0,0,0,0,"485,5956702971628","0,01800121016538927",,"271,2955492806239","1,071",,"28891,0","16141,0"
Funilândia,MG,1,1,0,0,0,"4349,0",0,0,1,0,0,0,0,0,0,0,0,"846,8613474361922","9,427454587261439",,"464,9344676937227","41,0",,"3683,0","2022,0"
Glaucilândia,MG,1,1,0,0,0,"3150,0",0,0,1,0,0,0,0,0,0,0,0,"327,3015873015873","7,619047619047619",,"210,79365079365078","24,0",,"1031,0","664,0"
Goiabeira,MG,1,0,0,0,0,"3353,0",0,0,0,0,0,0,0,0,0,0,0,"95,43692215926036","14,315538323889056","8,94721145243066","95,43692215926036","48,0","30,0","320,0","320,0"
Goianá,MG,1,1,0,0,0,"3966,0",0,0,1,0,0,0,0,0,0,0,0,"353,0005042864347","12,102874432677762",,"250,63035804336863","48,0",,"1400,0","994,0"
Gonçalves,MG,1,1,0,0,0,"4350,0",0,0,1,0,0,0,0,0,0,0,0,"226,20689655172413","11,034482758620689",,"207,58620689655172","48,0",,"984,0","903,0"
Gouveia,MG,1,1,0,0,0,"11825,0",0,0,1,0,0,0,0,0,0,0,0,"243,80549682875264",,,"169,13319238900635",,,"2883,0","2000,0"
Governador Valadares,MG,1,0,0,0,0,"279885,0",0,0,0,0,0,0,0,0,0,0,0,"178,07313718134236","0,030551833788877575","0,021437376065169624","165,04635832574093","8,551","6,0","49840,0","46194,0"
Grão Mogol,MG,1,1,0,1,0,"15836,0",0,0,1,0,0,0,0,0,0,0,0,"172,20257640818386","3,7256883051275573","0,1262945188178833","116,25410457186159","59,0","2,0","2727,0","1841,0"
Grupiara,MG,0,1,0,0,0,"1388,0",0,0,1,0,0,0,0,0,0,0,0,"429,39481268011525",,,"161,38328530259366",,,"596,0","224,0"
Guanhães,MG,1,0,0,0,0,"34319,0",0,0,0,0,0,0,0,0,0,0,0,"80,188816690463","7,925638858941111","1,3986421515778433","80,188816690463","272,0","48,0","2752,0","2752,0"
Guapé,MG,1,0,0,0,0,"14245,0",0,0,0,0,0,0,0,0,0,0,0,"16,56721656721657","1,404001404001404","0,351000351000351","16,56721656721657","20,0","5,0","236,0","236,0"
Guaraciaba,MG,1,1,0,0,0,"10324,0",0,0,1,0,0,0,0,0,0,0,0,"120,59279349089499","7,070902750871755",,"94,05269275474622","73,0",,"1245,0","971,0"
Guaranésia,MG,1,1,0,0,0,"19021,0",0,0,1,0,0,0,0,0,0,0,0,"314,2842121865307","21,555123284790497",,"212,34425109089952","410,0",,"5978,0","4039,0"
