Município,Estado,Administração pública direta,Sociedade de economia mista com administração pública,Empresa privada,Empresa pública,Organização social,POPULAÇÃO ESTIMADA,sabesp,cedae,copasa,sanepar,corsan,embasa,compesa,saneago,caesb,cagece,brk,Reclamacoes a cada 1000 habitantes,Extravasamentos de esgotos registrados a cada 1000 habitantes,Quantidade de interrupções sistemáticas a cada 1000 habitantes,Quantidade de serviços executados a cada 1000 habitantes,QD011 - Quantidades de extravasamentos de esgotos registrados,QD021 - Quantidade de interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados
Conceição do Almeida,BA,0,1,0,0,0,"17247,0",0,0,0,0,0,1,0,0,0,0,0,"447,6140778106337",,"0,9856786687539862","205,42703078796313",,"17,0","7720,0","3543,0"
Conceição do Coité,BA,0,1,0,0,0,"66612,0",0,0,0,0,0,1,0,0,0,0,0,"838,887888068216",,"5,62961628535399","710,1423166996938",,"375,0","55880,0","47304,0"
Conceição do Jacuípe,BA,1,1,0,0,0,"33153,0",0,0,0,0,0,1,0,0,0,0,0,"534,2201309082134",,"12,517720869906192","436,7025608542213",,"415,0","17711,0","14478,0"
Conde,BA,1,1,0,0,0,"25837,0",0,0,0,0,0,1,0,0,0,0,0,"933,9319580446646",,"27,86701242404304","612,7259356736463",,"720,0","24130,0","15831,0"
Condeúba,BA,0,1,0,0,0,"17247,0",0,0,0,0,0,1,0,0,0,0,0,"409,1146286310663",,,"359,076940917261",,,"7056,0","6193,0"
Contendas do Sincorá,BA,1,1,0,0,0,"4066,0",0,0,0,0,0,1,0,0,0,0,0,"618,544023610428",,,"355,63207083128384",,,"2515,0","1446,0"
Coração de Maria,BA,0,1,0,0,0,"22605,0",0,0,0,0,0,1,0,0,0,0,0,"555,3196195531962",,"7,564698075646981","461,84472461844723",,"171,0","12553,0","10440,0"
Cordeiros,BA,1,1,0,0,0,"8614,0",0,0,0,0,0,1,0,0,0,0,0,"396,9120037148827",,"11,144648247039703","288,3677733921523",,"96,0","3419,0","2484,0"
Coronel João Sá,BA,0,1,0,0,0,"15895,0",0,0,0,0,0,1,0,0,0,0,0,"521,4847436300723",,"28,751179616231518","223,90688895879208",,"457,0","8289,0","3559,0"
Cotegipe,BA,1,1,0,0,0,"13782,0",0,0,0,0,0,1,0,0,0,0,0,"529,4587142649833",,,"208,1700769119141",,,"7297,0","2869,0"
Cravolândia,BA,1,1,0,0,0,"5349,0",0,0,0,0,0,1,0,0,0,0,0,"570,76088988596",,,"250,1402131239484",,,"3053,0","1338,0"
Crisópolis,BA,1,1,0,0,0,"21103,0",0,0,0,0,0,1,0,0,0,0,0,"321,66042742738",,,"174,52494905937544",,,"6788,0","3683,0"
Cristópolis,BA,1,1,0,0,0,"13910,0",0,0,0,0,0,1,0,0,0,0,0,"405,3199137311287",,,"213,80301941049603",,,"5638,0","2974,0"
Cruz das Almas,BA,0,1,0,0,0,"63239,0",0,0,0,0,0,1,0,0,0,0,0,"1183,8580622716995",,,"897,7687819225479",,,"74866,0","56774,0"
Curaçá,BA,1,0,0,0,0,"34700,0",0,0,0,0,0,0,0,0,0,0,0,"111,7579250720461","0,05443804034582132","0,05763688760806916","105,56195965417868","1,889","2,0","3878,0","3663,0"
Dário Meira,BA,0,1,0,0,0,"10710,0",0,0,0,0,0,1,0,0,0,0,0,"432,11951447245565",,"3,361344537815126","264,6125116713352",,"36,0","4628,0","2834,0"
Dom Macedo Costa,BA,1,1,0,0,0,"4058,0",0,0,0,0,0,1,0,0,0,0,0,"910,7934943321834",,,"711,6806308526368",,,"3696,0","2888,0"
Elísio Medrado,BA,0,1,0,0,0,"8122,0",0,0,0,0,0,1,0,0,0,0,0,"315,5626692932775",,,"141,22137404580155",,,"2563,0","1147,0"
Encruzilhada,BA,0,1,0,0,0,"17006,0",0,0,0,0,0,1,0,0,0,0,0,"561,6841114900624",,"1,1760555098200633","403,6222509702458",,"20,0","9552,0","6864,0"
Entre Rios,BA,0,1,0,0,0,"41780,0",0,0,0,0,0,1,0,0,0,0,0,"705,3374820488272",,,"412,01531833413117",,,"29469,0","17214,0"
Esplanada,BA,1,1,0,0,0,"37237,0",0,0,0,0,0,1,0,0,0,0,0,"747,3749227918468",,,"366,70515884738296",,,"27830,0","13655,0"
Euclides da Cunha,BA,0,1,0,0,0,"60585,0",0,0,0,0,0,1,0,0,0,0,0,"599,8844598497977",,"11,587026491705867","434,2494016670793",,"702,0","36344,0","26309,0"
Eunápolis,BA,1,1,0,0,0,"113380,0",0,0,0,0,0,1,0,0,0,0,0,"1090,5450696771916",,,"807,6115717057683",,,"123646,0","91567,0"
Fátima,BA,0,1,0,0,0,"17890,0",0,0,0,0,0,1,0,0,0,0,0,"768,2504192286193",,"8,775852431525992","544,9413079932923",,"157,0","13744,0","9749,0"
Feira de Santana,BA,1,1,0,0,0,"614872,0",0,0,0,0,0,1,0,0,0,0,0,"1185,191389427393",,"1,6052121417140477","987,3306964701598",,"987,0","728741,0","607082,0"
Filadélfia,BA,0,1,0,0,0,"16377,0",0,0,0,0,0,1,0,0,0,0,0,"679,0620992855835",,"7,327349331379373","609,4522806374794",,"120,0","11121,0","9981,0"
Firmino Alves,BA,0,1,0,0,0,"5617,0",0,0,0,0,0,1,0,0,0,0,0,"979,5264376001425",,,"661,0290190493146",,,"5502,0","3713,0"
Floresta Azul,BA,1,1,0,0,0,"10629,0",0,0,0,0,0,1,0,0,0,0,0,"554,5206510490168","1,881644557343118",,"285,25731489321663","20,0",,"5894,0","3032,0"
Formosa do Rio Preto,BA,1,1,0,0,0,"25591,0",0,0,0,0,0,1,0,0,0,0,0,"377,5546090422414",,,"212,34027587823846",,,"9662,0","5434,0"
Gandu,BA,1,1,0,0,0,"32403,0",0,0,0,0,0,1,0,0,0,0,0,"774,6813566645063",,"3,394747399932105","603,5552263679289",,"110,0","25102,0","19557,0"
Gavião,BA,1,1,0,0,0,"4463,0",0,0,0,0,0,1,0,0,0,0,0,"528,5682276495631","1,7925162446784675","24,19896930315931","293,30047053551425","8,0","108,0","2359,0","1309,0"
Gentio do Ouro,BA,1,1,0,0,0,"11233,0",0,0,0,0,0,1,0,0,0,0,0,"314,69776551232974",,"16,024214368378885","201,37096056262797",,"180,0","3535,0","2262,0"
Glória,BA,1,1,0,0,0,"15221,0",0,0,0,0,0,1,0,0,0,0,0,"387,4909664279614",,"0,2543853886078444","202,81190460547927",,"3,872","5898,0","3087,0"
Gongogi,BA,0,1,0,0,0,"7128,0",0,0,0,0,0,1,0,0,0,0,0,"466,6105499438833",,,"251,54320987654322",,,"3326,0","1793,0"
Governador Mangabeira,BA,0,1,0,0,0,"20722,0",0,0,0,0,0,1,0,0,0,0,0,"782,2603995753306",,,"597,770485474375",,,"16210,0","12387,0"
Guajeru,BA,1,1,0,0,0,"6937,0",0,0,0,0,0,1,0,0,0,0,0,"245,92763442410265",,"37,19186968430157","149,19994233818653",,"258,0","1706,0","1035,0"
Guanambi,BA,0,1,0,0,0,"84481,0",0,0,0,0,0,1,0,0,0,0,0,"985,464187213693",,,"814,6920609367787",,,"83253,0","68826,0"
Guaratinga,BA,0,1,0,0,0,"20843,0",0,0,0,0,0,1,0,0,0,0,0,"325,00119944345823",,,"213,02115818260327",,,"6774,0","4440,0"
Heliópolis,BA,0,1,0,0,0,"13031,0",0,0,0,0,0,1,0,0,0,0,0,"412,47793722661345",,"9,055329598649374","263,5254393369657",,"118,0","5375,0","3434,0"
Iaçu,BA,0,1,0,0,0,"24305,0",0,0,0,0,0,1,0,0,0,0,0,"739,1894671878214",,"14,81176712610574","580,0452581773297",,"360,0","17966,0","14098,0"
Ibiassucê,BA,0,1,0,0,0,"9224,0",0,0,0,0,0,1,0,0,0,0,0,"640,7198612315698",,"37,72766695576756","356,6782307025152",,"348,0","5910,0","3290,0"
Ibicaraí,BA,0,0,0,0,0,"21689,0",0,0,0,0,0,0,0,0,0,0,0,"79,3028724238093",,"0,04610632117663332","77,68915118262713",,"1,0","1720,0","1685,0"
Ibicoara,BA,1,1,0,0,0,"19571,0",0,0,0,0,0,1,0,0,0,0,0,"276,1228348066016","17,883603290583007",,"219,09968831434264","350,0",,"5404,0","4288,0"
Ibicuí,BA,1,1,0,0,0,"16198,0",0,0,0,0,0,1,0,0,0,0,0,"657,3033707865169",,,"493,0238301024818",,,"10647,0","7986,0"
Ibipeba,BA,0,1,0,0,0,"18211,0",0,0,0,0,0,1,0,0,0,0,0,"652,8471802756576",,"19,54862445774532","502,49848992367254",,"356,0","11889,0","9151,0"
Ibipitanga,BA,1,1,0,0,0,"14902,0",0,0,0,0,0,1,0,0,0,0,0,"217,62179573211648",,"25,23151254865119","109,85102670782446",,"376,0","3243,0","1637,0"
Ibiquera,BA,1,1,0,0,0,"4044,0",0,0,0,0,0,1,0,0,0,0,0,"419,38674579624137",,"11,869436201780417","302,4233432245302",,"48,0","1696,0","1223,0"
Ibirapitanga,BA,1,1,0,0,0,"23375,0",0,0,0,0,0,1,0,0,0,0,0,"529,1978609625668",,,"282,3101604278075",,,"12370,0","6599,0"
Ibirapuã,BA,1,1,0,0,0,"8637,0",0,0,0,0,0,1,0,0,0,0,0,"590,0196827602176",,,"436,26259117749214",,,"5096,0","3768,0"
Ibirataia,BA,0,1,0,0,0,"15312,0",0,0,0,0,0,1,0,0,0,0,0,"787,4869383490073",,,"518,7434691745036",,,"12058,0","7943,0"
Ibitiara,BA,1,1,0,0,0,"16339,0",0,0,0,0,0,1,0,0,0,0,0,"111,14511292000734",,"14,688781443172775","64,20221555786767",,"240,0","1816,0","1049,0"
Ibititá,BA,0,1,0,1,0,"17113,0",0,0,0,0,0,1,0,0,0,0,0,"1038,8593466954947",,"0,06381113773154912","772,6874306083095",,"1,092","17778,0","13223,0"
Ibotirama,BA,0,1,0,0,0,"26927,0",0,0,0,0,0,1,0,0,0,0,0,"1010,3613473465296",,,"681,5835406840717",,,"27206,0","18353,0"
Ichu,BA,1,1,0,0,0,"6206,0",0,0,0,0,0,1,0,0,0,0,0,"527,5539800193362",,"1,4502094747019014","383,3387044795359",,"9,0","3274,0","2379,0"
Igaporã,BA,1,0,0,0,0,"15640,0",0,0,0,0,0,0,0,0,0,0,0,"0,12787723785166238","1,4705882352941175","0,25575447570332477","0,12787723785166238","23,0","4,0","2,0","2,0"
Igrapiúna,BA,1,1,0,0,0,"13226,0",0,0,0,0,0,1,0,0,0,0,0,"313,24663541509153",,,"171,631634659005",,,"4143,0","2270,0"
Iguaí,BA,0,1,0,0,0,"26916,0",0,0,0,0,0,1,0,0,0,0,0,"540,7192747807995",,,"378,2880071333036",,,"14554,0","10182,0"
Ilhéus,BA,0,1,0,0,0,"162327,0",0,0,0,0,0,1,0,0,0,0,0,"1416,53575806859",,"1,2813641599980286","1237,194058905789",,"208,0","229942,0","200830,0"
Inhambupe,BA,1,1,0,1,0,"39926,0",0,0,0,0,0,1,0,0,0,0,0,"643,8160597104644",,"9,016680859590242","321,72018233732405",,"360,0","25705,0","12845,0"
Ipecaetá,BA,0,1,0,0,0,"14487,0",0,0,0,0,0,1,0,0,0,0,0,"390,7641333609443",,,"231,93207703458273",,,"5661,0","3360,0"
Ipiaú,BA,1,1,0,0,0,"45873,0",0,0,0,0,0,1,0,0,0,0,0,"1133,608004708652",,"1,5695507161075142","804,307544743095",,"72,0","52002,0","36896,0"
Ipirá,BA,1,1,0,0,0,"59595,0",0,0,0,0,0,1,0,0,0,0,0,"758,4025505495428",,"0,037519926168302714","551,0529406829432",,"2,236","45197,0","32840,0"
Ipupiara,BA,1,1,0,0,0,"9865,0",0,0,0,0,0,1,0,0,0,0,0,"321,84490623416116",,"32,84338570704511","251,9006588950836",,"324,0","3175,0","2485,0"
Irajuba,BA,1,1,0,0,0,"7260,0",0,0,0,0,0,1,0,0,0,0,0,"423,6914600550964",,,"106,61157024793388",,,"3076,0","774,0"
Iramaia,BA,1,1,0,0,0,"8537,0",0,0,0,0,0,1,0,0,0,0,0,"552,3017453437976",,"2,811292022958885","303,97094998242943",,"24,0","4715,0","2595,0"
Iraquara,BA,0,1,0,0,0,"25216,0",0,0,0,0,0,1,0,0,0,0,0,"173,619923857868",,"6,66243654822335","76,18178934010152",,"168,0","4378,0","1921,0"
Irará,BA,1,1,0,0,0,"29034,0",0,0,0,0,0,1,0,0,0,0,0,"450,67851484466485",,"0,6199628022318661","331,85231108355725",,"18,0","13085,0","9635,0"
Irecê,BA,1,1,0,0,0,"72967,0",0,0,0,0,0,1,0,0,0,0,0,"1352,323653158277",,,"958,7210656872285",,,"98675,0","69955,0"
Itabela,BA,0,1,0,0,0,"30584,0",0,0,0,0,0,1,0,0,0,0,0,"662,0455139942454",,"1,1443892231232018","251,99450693172903",,"35,0","20248,0","7707,0"
Itaberaba,BA,1,1,0,0,0,"64489,0",0,0,0,0,0,1,0,0,0,0,0,"927,5690427824901",,"12,095085983656126","657,7400797035153",,"780,0","59818,0","42417,0"
Itabuna,BA,1,1,0,0,0,"213223,0",0,0,0,0,0,0,0,0,0,0,0,"104,52437119822909","0,0068566711846283","0,02344962785440595","101,33053188445899","1,462","5,0","22287,0","21606,0"
Itacaré,BA,0,1,0,0,0,"28296,0",0,0,0,0,0,1,0,0,0,0,0,"1094,3242861181793",,,"840,8608990670059",,,"30965,0","23793,0"
Itaeté,BA,1,1,0,0,0,"16056,0",0,0,0,0,0,1,0,0,0,0,0,"344,9177877428998",,,"195,75236671649228",,,"5538,0","3143,0"
Itagi,BA,1,1,0,0,0,"12351,0",0,0,0,0,0,1,0,0,0,0,0,"618,9782203870133","8,096510404015868",,"311,8775807626913","100,0",,"7645,0","3852,0"
Itagibá,BA,1,1,0,0,0,"14579,0",0,0,0,0,0,1,0,0,0,0,0,"753,8925852253241",,"8,231017216544345","479,18238562315656",,"120,0","10991,0","6986,0"
Itagimirim,BA,0,1,0,0,0,"6869,0",0,0,0,0,0,1,0,0,0,0,0,"610,7148056485661",,,"197,11748434997816",,,"4195,0","1354,0"
Itaguaçu da Bahia,BA,1,1,0,0,0,"14429,0",0,0,0,0,0,1,0,0,0,0,0,"261,4872825559637",,,"180,12336267239587",,,"3773,0","2599,0"
Itaju do Colônia,BA,0,1,0,0,0,"6682,0",0,0,0,0,0,1,0,0,0,0,0,"851,6911104459742",,,"581,1134390900928",,,"5691,0","3883,0"
Itajuípe,BA,1,0,0,0,0,"20491,0",0,0,0,0,0,0,0,0,0,0,0,"180,76228588160657","0,04880191303499097","1,317651651944756","164,8040603191645","1,0","27,0","3704,0","3377,0"
Itamaraju,BA,0,1,0,0,0,"64486,0",0,0,0,0,0,1,0,0,0,0,0,"1358,232794715132",,,"1072,5893992494496",,,"87587,0","69167,0"
Itamari,BA,0,1,0,0,0,"8035,0",0,0,0,0,0,1,0,0,0,0,0,"699,5644057249534",,"20,9085252022402","276,2912258867455",,"168,0","5621,0","2220,0"
Itambé,BA,1,1,0,0,0,"23049,0",0,0,0,0,0,1,0,0,0,0,0,"838,4745542105948",,,"596,1213067812052",,,"19326,0","13740,0"
Itanagra,BA,0,1,0,0,0,"6441,0",0,0,0,0,0,1,0,0,0,0,0,"694,3021269989132",,,"169,22838068622883",,,"4472,0","1090,0"
Itanhém,BA,1,1,0,0,0,"19405,0",0,0,0,0,0,1,0,0,0,0,0,"627,673280082453",,,"480,1339860860603",,,"12180,0","9317,0"
Itaparica,BA,0,1,0,0,0,"22228,0",0,0,0,0,0,1,0,0,0,0,0,"2561,6789634694983",,"0,09951412632715495","2292,0190750404895",,"2,212","56941,0","50947,0"
Itapé,BA,0,1,0,0,0,"8761,0",0,0,0,0,0,1,0,0,0,0,0,"1045,65688848305",,,"772,7428375756192",,,"9161,0","6770,0"
Itapebi,BA,0,1,0,0,0,"10259,0",0,0,0,0,0,1,0,0,0,0,0,"660,2007992981772",,,"280,4366897358417",,,"6773,0","2877,0"
Itapetinga,BA,1,0,0,0,0,"76147,0",0,0,0,0,0,0,0,0,0,0,0,"319,39537998870605",,"0,013132493729234244","315,31117443891424",,"1,0","24321,0","24010,0"
Itapicuru,BA,0,1,0,0,0,"35576,0",0,0,0,0,0,1,0,0,0,0,0,"491,5673487744547",,,"233,05037103665393",,,"17488,0","8291,0"
Itapitanga,BA,1,1,0,0,0,"10313,0",0,0,0,0,0,1,0,0,0,0,0,"774,6533501405992",,,"451,7599146708038",,,"7989,0","4659,0"
Itaquara,BA,0,1,0,0,0,"8319,0",0,0,0,0,0,1,0,0,0,0,0,"401,3703570140642",,"18,75225387666787","194,37432383699965",,"156,0","3339,0","1617,0"
Itarantim,BA,1,1,0,0,0,"19747,0",0,0,0,0,0,1,0,0,0,0,0,"730,2881450346889",,,"600,4962779156327",,,"14421,0","11858,0"
Itatim,BA,1,1,0,0,0,"14487,0",0,0,0,0,0,1,0,0,0,0,0,"1154,9665217091185",,,"678,8154897494305",,,"16732,0","9834,0"
Itiruçu,BA,1,1,0,1,0,"12576,0",0,0,0,0,0,1,0,0,0,0,0,"529,6596692111959","0,07951653944020357","31,329516539440203","188,37468193384225","1,0","394,0","6661,0","2369,0"
Itiúba,BA,1,1,0,0,0,"36089,0",0,0,0,0,0,1,0,0,0,0,0,"283,02252764000116",,"3,6576242068220233","218,68159272908645",,"132,0","10214,0","7892,0"
Itororó,BA,1,0,0,0,0,"20382,0",0,0,0,0,0,0,0,0,0,0,0,"33,60808556569522",,"0,6868805809047199","33,60808556569522",,"14,0","685,0","685,0"
Ituaçu,BA,1,1,0,0,0,"18962,0",0,0,0,0,0,1,0,0,0,0,0,"277,39689906128046","0,7910557958021306",,"131,78989558063495","15,0",,"5260,0","2499,0"
Ituberá,BA,0,1,0,0,0,"28602,0",0,0,0,0,0,1,0,0,0,0,0,"624,6765960422348",,"14,299699321725752","490,2454373820013",,"409,0","17867,0","14022,0"
Iuiú,BA,0,1,0,0,0,"10994,0",0,0,0,0,0,1,0,0,0,0,0,"457,9770784064035",,"7,822448608331818","337,2748772057486",,"86,0","5035,0","3708,0"
Jacaraci,BA,1,1,0,0,0,"14842,0",0,0,0,0,0,1,0,0,0,0,0,"132,32717962538743","0,5390109149710282","24,4576202668104","53,631586039617304","8,0","363,0","1964,0","796,0"
Jacobina,BA,1,1,0,0,0,"80518,0",0,0,0,0,0,1,0,0,0,0,0,"769,405598748106",,"11,512953625276335","587,6698378002434",,"927,0","61951,0","47318,0"
Jaguaquara,BA,1,1,0,0,0,"54423,0",0,0,0,0,0,1,0,0,0,0,0,"766,3304117744336",,"7,717325395512927","458,17025889789244",,"420,0","41706,0","24935,0"
Jaguarari,BA,0,1,0,0,0,"33570,0",0,0,0,0,0,1,0,0,0,0,0,"378,4927018170986",,"4,468275245755138","272,207327971403",,"150,0","12706,0","9138,0"
Jaguaripe,BA,0,1,0,0,0,"18788,0",0,0,0,0,0,1,0,0,0,0,0,"539,5997445177773",,"16,553119012135404","302,63998296785184",,"311,0","10138,0","5686,0"
Jandaíra,BA,0,1,0,1,0,"10709,0",0,0,0,0,0,1,0,0,0,0,0,"617,7047343356056",,,"213,7454477542254",,,"6615,0","2289,0"
Jequié,BA,0,1,0,0,0,"155966,0",0,0,0,0,0,1,0,0,0,0,0,"1587,6344844389162",,"0,010348409268686767","1207,8465819473474",,"1,614","247617,0","188383,0"
Jeremoabo,BA,1,1,0,0,0,"40463,0",0,0,0,0,0,1,0,0,0,0,0,"382,54701826359883",,"0,04324938833007933","230,08674591602204",,"1,75","15479,0","9310,0"
Jiquiriçá,BA,1,1,0,0,0,"14537,0",0,0,0,0,0,1,0,0,0,0,0,"370,29648483180847",,"45,4013895576804","167,09087156909953",,"660,0","5383,0","2429,0"
Jitaúna,BA,0,1,0,0,0,"11166,0",0,0,0,0,0,1,0,0,0,0,0,"747,3580512269389",,,"350,5283897546122",,,"8345,0","3914,0"
João Dourado,BA,1,1,0,0,0,"25188,0",0,0,0,0,0,1,0,0,0,0,0,"918,0165158011752",,,"727,0922661584882",,,"23123,0","18314,0"
Juazeiro,BA,0,0,0,0,0,"216707,0",0,0,0,0,0,0,0,0,0,0,0,"0,055374307244343744","0,32301679225867186","0,004614525603695312","0,055374307244343744","70,0","1,0","12,0","12,0"
Jucuruçu,BA,0,1,0,0,0,"9126,0",0,0,0,0,0,1,0,0,0,0,0,"189,56826649134342",,,"115,49419241726935",,,"1730,0","1054,0"
Jussara,BA,0,1,0,0,0,"15284,0",0,0,0,0,0,1,0,0,0,0,0,"697,6576812352787",,"1,5702695629416383","523,0306202564774",,"24,0","10663,0","7994,0"
Jussari,BA,1,0,0,0,0,"5833,0",0,0,0,0,0,0,0,0,0,0,0,"20,572604148808505",,"0,17143836790673753","20,572604148808505",,"1,0","120,0","120,0"
Jussiape,BA,1,1,0,0,0,"6186,0",0,0,0,0,0,1,0,0,0,0,0,"316,6828322017459",,"58,195926285160034","200,2909796314258",,"360,0","1959,0","1239,0"
Lafaiete Coutinho,BA,1,1,0,0,0,"3724,0",0,0,0,0,0,1,0,0,0,0,0,"795,1127819548872","77,33619763694952","38,66809881847476","436,09022556390977","288,0","144,0","2961,0","1624,0"
Lagoa Real,BA,1,1,0,0,0,"15665,0",0,0,0,0,0,1,0,0,0,0,0,"221,38525375039896",,,"182,8917969996808",,,"3468,0","2865,0"
Laje,BA,0,1,0,0,0,"23840,0",0,0,0,0,0,1,0,0,0,0,0,"251,00671140939596",,"26,552013422818792","165,14261744966444",,"633,0","5984,0","3937,0"
Lajedão,BA,1,1,0,0,0,"3955,0",0,0,0,0,0,1,0,0,0,0,0,"948,6725663716815",,,"622,5031605562579",,,"3752,0","2462,0"
Lajedinho,BA,1,1,0,0,0,"3783,0",0,0,0,0,0,1,0,0,0,0,0,"520,750726936294",,"50,753370340999204","217,81654771345492",,"192,0","1970,0","824,0"
Lajedo do Tabocal,BA,0,1,0,0,0,"8562,0",0,0,0,0,0,1,0,0,0,0,0,"331,11422564821305",,,"139,80378416257884",,,"2835,0","1197,0"
Lamarão,BA,0,1,0,0,0,"8307,0",0,0,0,0,0,1,0,0,0,0,0,"577,2240279282532",,,"472,2523173227399",,,"4795,0","3923,0"
Lapão,BA,0,1,0,0,0,"27223,0",0,0,0,0,0,1,0,0,0,0,0,"1031,995004224369",,"31,29706498181685","620,7618557837123",,"852,0","28094,0","16899,0"
Lauro de Freitas,BA,1,1,0,0,0,"198440,0",0,0,0,0,0,1,0,0,0,0,0,"850,6803063898407",,,"700,4081838339044",,,"168809,0","138989,0"
Lençóis,BA,1,1,0,0,0,"11409,0",0,0,0,0,0,1,0,0,0,0,0,"898,8517836795512",,"31,554036287141727","569,1997545797177",,"360,0","10255,0","6494,0"
Licínio de Almeida,BA,1,1,0,0,0,"12388,0",0,0,0,0,0,1,0,0,0,0,0,"249,91927671940587",,,"133,4355828220859",,,"3096,0","1653,0"
Livramento de Nossa Senhora,BA,0,1,0,0,0,"45732,0",0,0,0,0,0,1,0,0,0,0,0,"469,190063850258",,,"347,9183066561707",,,"21457,0","15911,0"
Luís Eduardo Magalhães,BA,1,1,0,0,0,"87519,0",0,0,0,0,0,1,0,0,0,0,0,"1333,481872507684",,"0,022852180669340375","1078,3601275151682",,"2,0","116705,0","94377,0"
Macajuba,BA,0,1,0,0,0,"11348,0",0,0,0,0,0,1,0,0,0,0,0,"414,2580190341911",,"11,63200563976031","165,66795911173776",,"132,0","4701,0","1880,0"
Macarani,BA,0,0,0,0,0,"18755,0",0,0,0,0,0,0,0,0,0,0,0,"252,67928552386033",,,"252,67928552386033",,,"4739,0","4739,0"
Macaúbas,BA,1,1,0,0,0,"49826,0",0,0,0,0,0,1,0,0,0,0,0,"99,7671898205756",,"11,359531168466262","81,8448199735078",,"566,0","4971,0","4078,0"
Madre de Deus,BA,0,1,0,0,0,"21093,0",0,0,0,0,0,1,0,0,0,0,0,"1274,783103399232",,"18,489546294979377","1230,787465035794",,"390,0","26889,0","25961,0"
Maetinga,BA,1,1,0,0,0,"3161,0",0,0,0,0,0,1,0,0,0,0,0,"729,1996203732996",,,"329,32616260677",,,"2305,0","1041,0"
Maiquinique,BA,0,1,0,0,0,"10112,0",0,0,0,0,0,1,0,0,0,0,0,"680,0830696202531",,,"264,4382911392405",,,"6877,0","2674,0"
Mairi,BA,0,1,0,0,0,"18676,0",0,0,0,0,0,1,0,0,0,0,0,"222,90640394088672",,"3,212679374598415","197,74041550653246",,"60,0","4163,0","3693,0"
Malhada,BA,0,1,0,0,0,"16845,0",0,0,0,0,0,1,0,0,0,0,0,"312,97120807361233",,"0,771742356782428","157,43544078361532",,"13,0","5272,0","2652,0"
Malhada de Pedras,BA,1,1,0,0,0,"8393,0",0,0,0,0,0,1,0,0,0,0,0,"338,13892529488857",,"43,01203383772191","230,54926724651494",,"361,0","2838,0","1935,0"
Manoel Vitorino,BA,1,1,0,0,0,"13240,0",0,0,0,0,0,1,0,0,0,0,0,"500,6042296072507",,"27,190332326283986","257,1752265861027",,"360,0","6628,0","3405,0"
Mansidão,BA,1,1,0,0,0,"13643,0",0,0,0,0,0,1,0,0,0,0,0,"478,3405409367441",,,"305,65124972513377",,,"6526,0","4170,0"
Maracás,BA,0,1,0,0,0,"20834,0",0,0,0,0,0,1,0,0,0,0,0,"536,9588173178457",,"10,367668234616493","286,74282422962466",,"216,0","11187,0","5974,0"
Maragogipe,BA,1,1,0,0,0,"44677,0",0,0,0,0,0,1,0,0,0,0,0,"607,1132797636367",,"5,618103274615574","420,48481321485326",,"251,0","27124,0","18786,0"
Maraú,BA,1,1,0,0,0,"20570,0",0,0,0,0,0,1,0,0,0,0,0,"145,94069032571707",,,"71,80359747204668",,,"3002,0","1477,0"
Marcionílio Souza,BA,0,1,0,0,0,"10406,0",0,0,0,0,0,1,0,0,0,0,0,"450,50932154526237",,"49,586776859504134","299,44262925235444",,"516,0","4688,0","3116,0"
Mascote,BA,1,1,0,0,0,"13822,0",0,0,0,0,0,1,0,0,0,0,0,"744,2482998118941",,,"436,26103313558093",,,"10287,0","6030,0"
Mata de São João,BA,1,1,0,0,0,"46583,0",0,0,0,0,0,1,0,0,0,0,0,"1076,4012622630573",,"0,038533370542901915","859,8201060472704",,"1,795","50142,0","40053,0"
Matina,BA,1,1,0,0,0,"12201,0",0,0,0,0,0,1,0,0,0,0,0,"190,88599295139744",,"12,539955741332678","109,41726088025572",,"153,0","2329,0","1335,0"
Medeiros Neto,BA,0,1,0,0,0,"22688,0",0,0,0,0,0,1,0,0,0,0,0,"456,188293370945",,"0,3085331452750353","272,1703102961918",,"7,0","10350,0","6175,0"
Miguel Calmon,BA,0,1,0,0,0,"26023,0",0,0,0,0,0,1,0,0,0,0,0,"773,1237751220075",,"14,909887407293548","590,5545094723899",,"388,0","20119,0","15368,0"
Milagres,BA,1,1,0,0,0,"10950,0",0,0,0,0,0,1,0,0,0,0,0,"1217,5342465753424",,,"811,0502283105023",,,"13332,0","8881,0"
Mirangaba,BA,0,1,0,1,0,"18338,0",0,0,0,0,0,1,0,0,0,0,0,"202,5847965972298",,"4,580652197622424","152,63387501363292",,"84,0","3715,0","2799,0"
Mirante,BA,1,1,0,0,0,"8641,0",0,0,0,0,0,1,0,0,0,0,0,"167,80465223932416",,,"102,41870153917371",,,"1450,0","885,0"
Monte Santo,BA,1,1,0,0,0,"49418,0",0,0,0,0,0,1,0,0,0,0,0,"252,2967339835687",,"8,62034076652232","178,49771338378727",,"426,0","12468,0","8821,0"
Morpará,BA,0,1,0,0,0,"8519,0",0,0,0,0,0,1,0,0,0,0,0,"457,8002112924052",,,"159,7605352740932",,,"3900,0","1361,0"
Morro do Chapéu,BA,0,1,0,0,0,"35413,0",0,0,0,0,0,1,0,0,0,0,0,"741,6485471437043",,"0,030497275012001245","529,5512947222771",,"1,08","26264,0","18753,0"
